"game","company","relation"
30992,2500,"developer"
31005,10,"publisher"
31005,132,"publisher"
31005,2249,"developer"
31033,6529,"publisher"
31033,6529,"developer"
31055,52,"publisher"
31055,5693,"developer"
31088,2616,"publisher"
31088,2616,"developer"
31090,340,"publisher"
31090,2409,"developer"
31116,505,"publisher"
31116,2647,"publisher"
31116,484,"developer"
31116,672,"developer"
31139,895,"publisher"
31139,3362,"developer"
31140,370,"publisher"
31140,6994,"developer"
31213,3757,"developer"
31261,724,"publisher"
31261,724,"developer"
31261,8121,"developer"
31299,932,"publisher"
31299,6264,"developer"
31387,1187,"publisher"
31387,1731,"developer"
31391,82,"publisher"
31391,6172,"developer"
31427,3837,"publisher"
31427,5732,"publisher"
31427,5732,"developer"
31445,1060,"publisher"
31445,3830,"publisher"
31445,1060,"developer"
31476,6529,"publisher"
31476,6529,"developer"
31493,374,"publisher"
31493,145,"developer"
31509,1060,"publisher"
31509,3830,"publisher"
31509,253,"developer"
31511,62,"publisher"
31511,81,"publisher"
31511,81,"developer"
31582,340,"publisher"
31582,7157,"publisher"
31582,7157,"developer"
31582,6484,"developer"
31594,6797,"publisher"
31594,24,"publisher"
31594,3758,"developer"
31621,1060,"publisher"
31621,153,"developer"
31669,6256,"publisher"
31669,68,"developer"
31699,277,"publisher"
31699,7370,"publisher"
31699,277,"developer"
31699,7905,"developer"
31714,644,"publisher"
31714,340,"publisher"
31714,1531,"developer"
31714,549,"developer"
31773,3539,"publisher"
31773,82,"publisher"
31773,3539,"developer"
31780,87,"publisher"
31780,378,"developer"
31780,6484,"developer"
31806,6937,"publisher"
31806,6741,"publisher"
31806,6741,"developer"
31827,1465,"publisher"
31832,322,"publisher"
31832,322,"developer"
31866,580,"developer"
31896,1,"publisher"
31896,1382,"developer"
31900,932,"publisher"
31900,1688,"publisher"
31900,1994,"developer"
31900,7709,"developer"
31919,106,"publisher"
31919,3788,"developer"
31919,2772,"developer"
31936,7195,"publisher"
31936,11059,"developer"
31940,6650,"publisher"
31940,9979,"developer"
31941,6684,"publisher"
31941,7007,"developer"
31951,643,"publisher"
31951,643,"developer"
32038,6255,"publisher"
32038,6255,"developer"
32065,2146,"publisher"
32065,2146,"developer"
32065,1867,"developer"
32120,4657,"publisher"
32120,4657,"developer"
32194,442,"publisher"
32194,6490,"publisher"
32194,7218,"developer"
32194,442,"developer"
32204,346,"publisher"
32204,346,"developer"
32208,4405,"publisher"
32208,6256,"publisher"
32208,68,"developer"
32213,7138,"publisher"
32213,8326,"developer"
32217,3890,"publisher"
32217,50,"developer"
32232,1265,"publisher"
32232,1265,"developer"
32237,132,"publisher"
32237,662,"publisher"
32240,362,"publisher"
32248,6256,"publisher"
32248,1,"developer"
32254,1256,"publisher"
32254,6818,"publisher"
32270,7462,"publisher"
32270,7462,"developer"
32304,15,"publisher"
32304,2215,"publisher"
32304,2215,"developer"
32313,1805,"publisher"
32313,7375,"developer"
32317,360,"publisher"
32317,450,"publisher"
32317,4951,"developer"
32317,5780,"developer"
32319,323,"publisher"
32319,323,"developer"
32330,36,"publisher"
32330,1828,"developer"
32370,340,"publisher"
32370,6650,"publisher"
32370,656,"developer"
32370,2188,"developer"
32379,6217,"publisher"
32379,6217,"developer"
32425,2378,"publisher"
32425,3357,"developer"
32425,3830,"developer"
32520,1839,"publisher"
32520,1839,"developer"
32532,995,"publisher"
32532,2472,"developer"
32532,8318,"developer"
32553,62,"publisher"
32553,6027,"developer"
32553,6946,"developer"
32561,800,"publisher"
32561,6722,"developer"
32561,2754,"developer"
32618,1060,"publisher"
32618,1600,"developer"
32619,1060,"publisher"
32619,1600,"developer"
32620,1503,"publisher"
32620,1503,"developer"
32621,7463,"publisher"
32621,7463,"developer"
32625,172,"publisher"
32625,172,"developer"
32658,2240,"publisher"
32658,6684,"developer"
32663,8121,"developer"
32664,7462,"publisher"
32664,7462,"developer"
32686,367,"publisher"
32686,3909,"developer"
32686,8439,"developer"
32696,313,"publisher"
32696,995,"publisher"
32696,3531,"developer"
32696,2472,"developer"
32707,548,"publisher"
32707,10653,"publisher"
32707,1102,"developer"
32707,10751,"developer"
32731,1442,"publisher"
32731,2050,"developer"
32764,880,"publisher"
32764,111,"publisher"
32764,1385,"developer"
32778,2708,"publisher"
32778,869,"developer"
32817,1060,"publisher"
32817,1060,"developer"
32832,7585,"publisher"
32832,761,"developer"
32832,8472,"developer"
32836,2181,"publisher"
32836,7289,"developer"
32843,631,"publisher"
32853,78,"publisher"
32853,1004,"developer"
32853,7325,"developer"
32865,15,"publisher"
32865,373,"developer"
32887,1374,"publisher"
32887,6377,"publisher"
32887,1374,"developer"
32899,548,"publisher"
32899,927,"developer"
32907,2744,"publisher"
32907,6810,"developer"
32907,7300,"developer"
32915,52,"publisher"
32915,2133,"developer"
32932,1326,"publisher"
32932,1326,"developer"
32933,82,"publisher"
32933,1559,"developer"
32933,3421,"developer"
32959,1704,"publisher"
32959,1704,"developer"
32988,176,"publisher"
32988,2973,"publisher"
32988,173,"developer"
32988,172,"developer"
33024,39,"publisher"
33024,39,"developer"
33039,425,"publisher"
33039,36,"developer"
33040,666,"publisher"
33040,6399,"publisher"
33040,1788,"developer"
33061,15,"publisher"
33061,1883,"publisher"
33061,1605,"developer"
33061,145,"developer"
33081,98,"publisher"
33081,98,"developer"
33081,7573,"developer"
33128,1,"publisher"
33128,6567,"developer"
33128,7573,"developer"
33133,7332,"publisher"
33133,7332,"developer"
33158,7130,"publisher"
33158,8204,"publisher"
33158,7778,"developer"
33167,2146,"publisher"
33167,2475,"publisher"
33167,2309,"developer"
33169,324,"publisher"
33169,324,"developer"
33185,1395,"publisher"
33185,1187,"publisher"
33185,7336,"developer"
33224,4192,"publisher"
33224,2630,"developer"
33251,15,"publisher"
33251,2215,"publisher"
33251,2215,"developer"
33255,643,"publisher"
33255,643,"developer"
33262,1312,"publisher"
33262,1883,"developer"
33330,6415,"publisher"
33330,6415,"developer"
33330,6974,"developer"
33345,78,"publisher"
33345,2249,"developer"
33364,15,"publisher"
33364,6529,"developer"
33420,3024,"publisher"
33420,1396,"developer"
33423,1376,"publisher"
33423,1376,"developer"
33423,11029,"developer"
33473,2464,"publisher"
33494,548,"publisher"
33494,7275,"developer"
33546,4531,"publisher"
33546,4531,"developer"
33565,687,"publisher"
33565,687,"developer"
33567,204,"publisher"
33567,145,"publisher"
33567,204,"developer"
33809,6796,"publisher"
33809,6796,"developer"
33826,36,"publisher"
33826,36,"developer"
33875,7395,"publisher"
33875,7395,"developer"
33884,1508,"publisher"
33884,1514,"developer"
33884,1508,"developer"
33890,7585,"publisher"
33890,618,"publisher"
33890,6481,"developer"
33890,7585,"developer"
33899,87,"publisher"
33899,419,"developer"
33899,6780,"developer"
33900,419,"publisher"
33900,419,"developer"
33999,1,"publisher"
33999,6950,"developer"
34025,149,"publisher"
34025,718,"developer"
34028,6796,"publisher"
34028,277,"publisher"
34028,6796,"developer"
34073,340,"publisher"
34073,6415,"developer"
34086,54,"publisher"
34086,7138,"publisher"
34086,8056,"developer"
34125,617,"publisher"
34125,618,"developer"
34128,555,"publisher"
34128,1444,"developer"
34128,555,"developer"
34136,7468,"publisher"
34136,7459,"developer"
34149,1805,"publisher"
34155,3890,"publisher"
34155,4194,"developer"
34168,3830,"publisher"
34168,6689,"developer"
34218,570,"publisher"
34218,3223,"publisher"
34218,7470,"developer"
34219,1501,"publisher"
34219,7780,"developer"
34245,6255,"publisher"
34245,6255,"developer"
34253,7291,"publisher"
34253,7291,"developer"
34267,724,"publisher"
34267,2369,"publisher"
34267,724,"developer"
34269,7130,"developer"
34274,2378,"publisher"
34274,3913,"developer"
34293,1033,"publisher"
34293,1033,"developer"
34301,7279,"publisher"
34301,7279,"developer"
34309,6824,"publisher"
34309,7464,"developer"
34314,1501,"publisher"
34314,987,"developer"
34372,6446,"publisher"
34372,7585,"publisher"
34372,6446,"developer"
34372,6494,"developer"
34381,62,"publisher"
34381,752,"developer"
34399,7297,"publisher"
34399,7297,"developer"
34417,1381,"publisher"
34417,1381,"developer"
34429,111,"publisher"
34429,3362,"developer"
34439,3669,"publisher"
34439,2708,"publisher"
34439,3669,"developer"
34489,62,"publisher"
34489,3913,"developer"
34493,7332,"publisher"
34493,3226,"publisher"
34493,2835,"developer"
34505,3219,"publisher"
34505,7421,"publisher"
34505,3219,"developer"
34505,7421,"developer"
34516,3913,"publisher"
34516,3913,"developer"
34522,442,"publisher"
34522,1688,"publisher"
34522,442,"developer"
34539,313,"publisher"
34539,6399,"developer"
34629,951,"publisher"
34629,9445,"publisher"
34629,7130,"developer"
34630,364,"publisher"
34630,364,"developer"
34652,5139,"publisher"
34652,461,"developer"
34653,364,"publisher"
34653,364,"developer"
34660,2946,"publisher"
34660,2946,"developer"
34704,548,"publisher"
34704,377,"developer"
34761,548,"publisher"
34761,742,"publisher"
34766,313,"publisher"
34766,313,"developer"
34779,4203,"publisher"
34779,4203,"developer"
34793,7517,"publisher"
34793,7517,"developer"
34796,3954,"publisher"
34796,3954,"developer"
34801,4703,"publisher"
34801,2110,"publisher"
34801,1760,"developer"
34836,739,"publisher"
34836,739,"developer"
34874,5967,"publisher"
34874,374,"developer"
34891,1804,"publisher"
34891,1804,"developer"
34905,6689,"publisher"
34905,6689,"developer"
34928,7573,"publisher"
34928,7328,"developer"
34928,7573,"developer"
34932,2707,"publisher"
34932,2707,"developer"
34940,1374,"publisher"
34940,277,"publisher"
34940,7603,"developer"
34940,1704,"developer"
34966,7328,"developer"
34972,6490,"publisher"
34972,19,"publisher"
34972,19,"developer"
35007,724,"publisher"
35007,358,"developer"
35007,10890,"developer"
35008,724,"publisher"
35008,358,"developer"
35008,10890,"developer"
35035,739,"publisher"
35035,739,"developer"
35061,1312,"publisher"
35061,2613,"developer"
35072,1975,"publisher"
35072,1,"publisher"
35072,241,"developer"
35072,1638,"developer"
35090,204,"publisher"
35090,145,"publisher"
35090,204,"developer"
35092,82,"publisher"
35092,3539,"developer"
35104,2263,"publisher"
35104,2263,"developer"
35129,78,"publisher"
35129,104,"publisher"
35129,1526,"developer"
35129,6917,"developer"
35144,3841,"developer"
35145,3841,"developer"
35244,6650,"publisher"
35244,30,"developer"
35246,6835,"publisher"
35246,6835,"developer"
35306,52,"developer"
35317,7786,"publisher"
35317,7785,"developer"
35383,275,"publisher"
35383,275,"developer"
35398,1,"publisher"
35398,98,"developer"
35406,1030,"publisher"
35406,2242,"developer"
35406,124,"developer"
35422,794,"publisher"
35422,2793,"developer"
35429,340,"publisher"
35429,7720,"publisher"
35429,7720,"developer"
35441,62,"publisher"
35441,377,"developer"
35449,6333,"publisher"
35449,555,"publisher"
35449,6333,"developer"
35453,378,"publisher"
35453,111,"publisher"
35453,378,"developer"
35483,15,"publisher"
35483,15,"developer"
35483,16,"developer"
35487,4509,"publisher"
35487,4509,"developer"
35514,2980,"publisher"
35514,382,"publisher"
35514,2159,"developer"
35572,90,"publisher"
35572,1977,"developer"
35572,9450,"developer"
35579,313,"publisher"
35579,1473,"developer"
35582,382,"publisher"
35582,382,"developer"
35582,328,"developer"
35583,90,"publisher"
35583,204,"developer"
35583,700,"developer"
35594,6490,"publisher"
35594,442,"publisher"
35594,4211,"developer"
35601,6994,"publisher"
35601,90,"publisher"
35601,419,"developer"
35610,90,"publisher"
35610,104,"publisher"
35610,1777,"developer"
35610,1417,"developer"
35614,182,"publisher"
35614,7275,"developer"
35619,82,"publisher"
35619,3911,"developer"
35619,2404,"developer"
35621,6725,"publisher"
35621,6494,"publisher"
35621,7631,"developer"
35621,6493,"developer"
35632,1060,"publisher"
35632,1060,"developer"
35675,1804,"developer"
35676,2772,"publisher"
35676,2945,"developer"
35677,2240,"publisher"
35677,6272,"developer"
35693,6818,"publisher"
35693,8372,"developer"
35702,106,"publisher"
35702,8004,"developer"
35702,2945,"developer"
35707,868,"publisher"
35707,5139,"developer"
35715,759,"publisher"
35715,4627,"developer"
35721,1966,"publisher"
35721,1966,"developer"
35723,1966,"publisher"
35723,1966,"developer"
35728,7332,"publisher"
35728,7332,"developer"
35754,82,"publisher"
35754,7617,"publisher"
35754,7336,"developer"
35794,555,"publisher"
35794,555,"developer"
35836,1294,"publisher"
35836,7649,"developer"
35850,786,"publisher"
35850,1412,"developer"
35850,7049,"developer"
35852,3187,"publisher"
35852,182,"publisher"
35852,3187,"developer"
35855,1294,"publisher"
35855,5872,"publisher"
35855,7649,"developer"
35868,759,"publisher"
35868,759,"developer"
35868,6715,"developer"
35882,7325,"publisher"
35882,7325,"developer"
35927,3669,"publisher"
35938,367,"publisher"
35938,367,"developer"
35938,2616,"developer"
35954,2464,"publisher"
35954,7297,"publisher"
35954,2464,"developer"
35990,370,"publisher"
35990,33,"developer"
35990,66,"developer"
35997,1261,"publisher"
35997,2712,"publisher"
35997,1261,"developer"
35997,11338,"developer"
36004,6840,"publisher"
36004,6840,"developer"
36035,2712,"publisher"
36035,1261,"publisher"
36035,1261,"developer"
36042,39,"publisher"
36042,39,"developer"
36043,4471,"publisher"
36044,4310,"publisher"
36044,340,"publisher"
36044,4310,"developer"
36067,78,"publisher"
36067,995,"publisher"
36067,476,"developer"
36067,6974,"developer"
36077,1740,"developer"
36108,3655,"publisher"
36108,6222,"developer"
36113,1374,"publisher"
36113,7544,"developer"
36113,1374,"developer"
36121,3280,"publisher"
36121,8004,"developer"
36163,7617,"developer"
36174,656,"publisher"
36174,2188,"developer"
36183,1326,"publisher"
36183,2464,"developer"
36185,1223,"publisher"
36185,9985,"publisher"
36185,1223,"developer"
36212,7724,"publisher"
36212,570,"publisher"
36212,7724,"developer"
36214,555,"publisher"
36214,7724,"developer"
36229,1746,"publisher"
36229,3619,"developer"
36232,476,"publisher"
36232,7725,"developer"
36238,324,"publisher"
36238,7727,"developer"
36240,324,"publisher"
36240,7727,"developer"
36244,7727,"publisher"
36244,7727,"developer"
36246,7727,"publisher"
36246,7727,"developer"
36345,176,"publisher"
36345,165,"developer"
36359,82,"publisher"
36359,1508,"developer"
36359,7863,"developer"
36371,5732,"publisher"
36371,5732,"developer"
36381,8020,"publisher"
36381,5732,"publisher"
36381,5732,"developer"
36381,7172,"developer"
36426,78,"publisher"
36426,689,"developer"
36430,340,"publisher"
36430,1261,"developer"
36442,15,"publisher"
36442,2378,"publisher"
36442,1638,"developer"
36449,15,"publisher"
36449,3936,"developer"
36452,419,"publisher"
36452,419,"developer"
36468,1533,"publisher"
36468,2810,"developer"
36535,16,"publisher"
36535,16,"developer"
36538,15,"publisher"
36538,15,"developer"
36604,370,"publisher"
36604,1102,"developer"
36618,7617,"publisher"
36618,455,"developer"
36626,805,"publisher"
36626,805,"developer"
36662,7325,"publisher"
36662,7325,"developer"
36683,52,"publisher"
36683,10193,"developer"
36709,689,"publisher"
36709,689,"developer"
36713,2372,"publisher"
36713,10408,"publisher"
36713,2372,"developer"
36714,1187,"publisher"
36714,378,"developer"
36714,1029,"developer"
36721,7916,"publisher"
36721,6490,"publisher"
36721,7916,"developer"
36732,461,"publisher"
36732,461,"developer"
36746,2177,"publisher"
36746,2177,"developer"
36751,2344,"publisher"
36751,2344,"developer"
36761,738,"publisher"
36761,7297,"publisher"
36761,6570,"developer"
36765,1194,"publisher"
36765,450,"publisher"
36765,1408,"developer"
36777,111,"publisher"
36777,2380,"developer"
36780,39,"publisher"
36780,6789,"publisher"
36780,6789,"developer"
36781,1600,"publisher"
36781,6692,"developer"
36782,3280,"publisher"
36782,7300,"publisher"
36782,6810,"developer"
36803,2344,"publisher"
36803,2344,"developer"
36812,7125,"publisher"
36812,6741,"publisher"
36812,7125,"developer"
36815,2182,"publisher"
36815,2182,"developer"
36835,153,"publisher"
36845,6789,"developer"
36858,419,"publisher"
36858,6945,"developer"
36917,1385,"publisher"
36917,382,"publisher"
36917,1385,"developer"
36924,4405,"publisher"
36924,6275,"developer"
36924,7426,"developer"
36931,3849,"publisher"
36931,111,"publisher"
36931,111,"developer"
36934,111,"publisher"
36934,3849,"publisher"
36934,1542,"developer"
36947,7561,"publisher"
36947,7561,"developer"
36974,15,"publisher"
36974,987,"developer"
36978,82,"publisher"
36978,1520,"developer"
36978,6747,"developer"
36989,313,"publisher"
36989,46,"publisher"
36989,827,"developer"
36989,4991,"developer"
36993,6578,"publisher"
36993,382,"publisher"
36993,6578,"developer"
37017,2378,"publisher"
37017,7265,"developer"
37028,82,"publisher"
37028,3024,"publisher"
37028,5314,"developer"
37028,1559,"developer"
37030,149,"developer"
37038,6797,"developer"
37039,367,"publisher"
37039,6781,"developer"
37039,7235,"developer"
37044,313,"publisher"
37044,46,"publisher"
37044,4009,"developer"
37049,986,"publisher"
37049,6605,"developer"
37054,90,"publisher"
37054,4709,"publisher"
37054,485,"developer"
37054,4709,"developer"
37084,9275,"publisher"
37084,2988,"publisher"
37084,9275,"developer"
37130,6835,"publisher"
37130,967,"developer"
37135,6835,"publisher"
37135,7112,"publisher"
37135,669,"developer"
37152,360,"publisher"
37152,677,"publisher"
37152,361,"developer"
37152,4991,"developer"
37177,6483,"publisher"
37177,8826,"publisher"
37177,6027,"developer"
37181,548,"publisher"
37181,3226,"publisher"
37181,6578,"developer"
37188,656,"publisher"
37188,6873,"developer"
37188,656,"developer"
37323,364,"publisher"
37323,3788,"developer"
37335,922,"publisher"
37335,313,"developer"
37390,7561,"publisher"
37390,7561,"developer"
37407,7858,"publisher"
37407,6671,"publisher"
37407,6671,"developer"
37415,1046,"publisher"
37415,7856,"developer"
37432,54,"publisher"
37432,7138,"publisher"
37432,749,"developer"
37437,1,"publisher"
37437,6950,"developer"
37446,364,"publisher"
37454,995,"publisher"
37454,995,"developer"
37458,521,"publisher"
37458,521,"developer"
37482,370,"publisher"
37482,66,"publisher"
37482,7905,"developer"
37514,46,"publisher"
37514,6745,"developer"
37516,855,"publisher"
37516,2567,"developer"
37552,7793,"publisher"
37552,6272,"developer"
37572,995,"publisher"
37572,46,"developer"
37572,8926,"developer"
37590,1746,"publisher"
37590,8444,"developer"
37598,1395,"publisher"
37598,6964,"publisher"
37598,1138,"developer"
37623,7138,"publisher"
37623,8056,"developer"
37623,8057,"developer"
37646,1447,"publisher"
37646,1447,"developer"
37647,1447,"publisher"
37647,2189,"publisher"
37647,1447,"developer"
37709,367,"publisher"
37709,2784,"developer"
37720,759,"developer"
37734,6642,"publisher"
37734,7064,"developer"
37773,82,"publisher"
37773,309,"developer"
37808,7619,"publisher"
37808,7928,"developer"
37841,7930,"publisher"
37841,459,"developer"
37841,5139,"developer"
37884,370,"publisher"
37884,9340,"publisher"
37884,2294,"developer"
37884,6264,"developer"
37889,662,"publisher"
37889,942,"developer"
37917,7112,"publisher"
37917,967,"developer"
37962,8,"publisher"
37962,7979,"developer"
38037,313,"publisher"
38037,8926,"developer"
38040,78,"publisher"
38040,65,"developer"
38047,2472,"publisher"
38047,313,"publisher"
38047,1777,"developer"
38047,7371,"developer"
38099,6684,"publisher"
38099,6858,"publisher"
38099,7985,"developer"
38130,995,"publisher"
38130,46,"developer"
38144,7993,"publisher"
38144,2867,"developer"
38144,7993,"developer"
38169,8001,"publisher"
38169,282,"publisher"
38169,8001,"developer"
38175,816,"publisher"
38175,3385,"developer"
38211,1261,"publisher"
38211,7289,"developer"
38252,272,"publisher"
38252,272,"developer"
38257,7395,"publisher"
38257,6951,"publisher"
38257,7395,"developer"
38268,2794,"publisher"
38268,8326,"publisher"
38268,1013,"developer"
38269,4703,"publisher"
38269,4703,"developer"
38269,6780,"developer"
38270,6256,"publisher"
38270,121,"developer"
38303,1395,"publisher"
38303,1138,"developer"
38321,425,"publisher"
38321,10893,"publisher"
38321,425,"developer"
38326,4310,"publisher"
38326,4310,"developer"
38350,90,"publisher"
38350,3539,"developer"
38350,6796,"developer"
38366,382,"publisher"
38366,8472,"developer"
38395,15,"publisher"
38395,1860,"publisher"
38395,16,"developer"
38402,463,"publisher"
38402,463,"developer"
38408,4405,"publisher"
38408,4405,"developer"
38408,65,"developer"
38446,1223,"publisher"
38446,9985,"publisher"
38446,1223,"developer"
38456,1175,"publisher"
38456,2890,"developer"
38465,705,"publisher"
38465,880,"publisher"
38465,880,"developer"
38466,4405,"publisher"
38466,864,"developer"
38529,340,"publisher"
38529,6415,"developer"
38535,7138,"publisher"
38535,6385,"publisher"
38535,6385,"developer"
38580,1600,"publisher"
38580,6692,"developer"
38581,78,"publisher"
38581,689,"developer"
38581,1883,"developer"
38596,277,"publisher"
38596,7623,"developer"
38596,11246,"developer"
38603,8481,"publisher"
38603,2066,"developer"
38604,8481,"publisher"
38604,2066,"developer"
38614,6493,"publisher"
38614,10090,"publisher"
38614,6494,"developer"
38627,104,"publisher"
38627,3256,"developer"
38628,3912,"developer"
38630,1366,"developer"
38632,1366,"publisher"
38632,6005,"developer"
38668,662,"publisher"
38668,353,"developer"
38672,6256,"publisher"
38672,1382,"developer"
38672,1268,"developer"
38709,1148,"publisher"
38709,1148,"developer"
38736,431,"publisher"
38736,927,"developer"
38761,1366,"publisher"
38761,579,"developer"
38779,865,"publisher"
38779,2754,"publisher"
38779,3136,"developer"
38788,2159,"publisher"
38788,2159,"developer"
38856,282,"publisher"
38856,8366,"developer"
38895,3397,"publisher"
38895,6692,"developer"
38900,78,"publisher"
38900,1531,"developer"
38910,7858,"publisher"
38910,8098,"publisher"
38910,6494,"developer"
38910,10645,"developer"
38924,8030,"publisher"
38924,386,"developer"
38924,10777,"developer"
38966,6256,"publisher"
38966,2628,"developer"
38966,98,"developer"
38992,6419,"publisher"
38992,6419,"developer"
39001,7544,"publisher"
39001,277,"publisher"
39001,7544,"developer"
39017,955,"publisher"
39017,4310,"developer"
39018,3978,"publisher"
39018,2263,"developer"
39030,6642,"publisher"
39030,7064,"developer"
39045,658,"publisher"
39045,658,"developer"
39075,6222,"developer"
39086,102,"publisher"
39086,4060,"publisher"
39086,2194,"developer"
39088,3041,"publisher"
39109,322,"publisher"
39109,1273,"developer"
39117,106,"publisher"
39117,3788,"developer"
39118,2602,"publisher"
39118,559,"publisher"
39118,559,"developer"
39132,36,"publisher"
39132,6650,"publisher"
39132,1257,"developer"
39151,52,"publisher"
39151,8144,"publisher"
39151,6622,"developer"
39152,685,"publisher"
39152,685,"developer"
39159,382,"publisher"
39159,6539,"publisher"
39159,8458,"developer"
39164,2744,"publisher"
39164,6810,"developer"
39195,346,"publisher"
39195,8156,"developer"
39231,90,"publisher"
39231,3365,"developer"
39233,362,"publisher"
39233,362,"developer"
39242,869,"publisher"
39242,6483,"publisher"
39242,869,"developer"
39244,869,"publisher"
39244,6483,"publisher"
39244,869,"developer"
39269,52,"publisher"
39269,3830,"publisher"
39269,2409,"developer"
39290,78,"publisher"
39290,78,"developer"
39291,78,"publisher"
39291,688,"developer"
39305,720,"publisher"
39305,1995,"developer"
39318,340,"publisher"
39318,340,"developer"
39358,46,"publisher"
39358,313,"publisher"
39358,7265,"developer"
39360,46,"publisher"
39360,313,"publisher"
39360,278,"developer"
39360,2392,"developer"
39365,7138,"publisher"
39365,7845,"developer"
39406,1294,"publisher"
39406,153,"publisher"
39406,8001,"developer"
39422,1376,"publisher"
39422,5351,"developer"
39423,1468,"publisher"
39423,8752,"publisher"
39423,1468,"developer"
39459,36,"publisher"
39459,942,"developer"
39462,36,"publisher"
39462,942,"developer"
39470,932,"publisher"
39470,7724,"developer"
39476,8168,"publisher"
39476,8168,"developer"
39483,6373,"publisher"
39483,6373,"developer"
39497,548,"publisher"
39497,1865,"developer"
39513,52,"publisher"
39513,8152,"publisher"
39513,1828,"developer"
39513,10727,"developer"
39575,87,"publisher"
39575,2057,"developer"
39580,8248,"publisher"
39580,8248,"developer"
39580,7858,"developer"
39593,3758,"publisher"
39593,3758,"developer"
39594,1366,"publisher"
39594,9445,"publisher"
39594,8504,"developer"
39594,6600,"developer"
39626,2182,"publisher"
39626,2182,"developer"
39659,8248,"publisher"
39659,8248,"developer"
39660,617,"publisher"
39660,8248,"developer"
39667,277,"publisher"
39667,895,"publisher"
39667,6214,"developer"
39682,82,"publisher"
39682,889,"developer"
39696,106,"publisher"
39696,2945,"developer"
39697,6835,"publisher"
39697,6835,"developer"
39735,6684,"publisher"
39735,10172,"developer"
39772,277,"publisher"
39772,309,"developer"
39775,1366,"publisher"
39775,9445,"publisher"
39775,1520,"developer"
39803,1046,"publisher"
39803,2766,"publisher"
39803,7856,"developer"
39812,4405,"publisher"
39812,985,"developer"
39854,277,"publisher"
39854,1768,"developer"
39883,1312,"publisher"
39883,389,"developer"
39883,7325,"developer"
39894,6605,"publisher"
39894,6605,"developer"
39919,995,"publisher"
39919,7265,"developer"
39934,6256,"publisher"
39934,6256,"developer"
39944,996,"publisher"
39944,996,"developer"
39944,8080,"developer"
39946,6642,"publisher"
39946,548,"developer"
39970,404,"publisher"
39970,404,"developer"
39973,404,"publisher"
39973,404,"developer"
39982,10,"publisher"
39982,10,"developer"
40029,7172,"publisher"
40029,5732,"developer"
40047,1326,"publisher"
40047,1326,"developer"
40062,78,"publisher"
40062,78,"developer"
40080,1,"publisher"
40080,1,"developer"
40083,340,"publisher"
40083,4600,"developer"
40093,284,"publisher"
40093,11360,"developer"
40138,1,"publisher"
40138,739,"publisher"
40144,2707,"publisher"
40144,6926,"publisher"
40144,6925,"developer"
40147,805,"publisher"
40147,8472,"developer"
40156,360,"publisher"
40156,450,"publisher"
40156,4951,"developer"
40156,8352,"developer"
40197,3214,"publisher"
40197,8479,"publisher"
40197,3214,"developer"
40215,1615,"publisher"
40215,360,"publisher"
40215,7054,"developer"
40241,182,"publisher"
40241,1605,"developer"
40290,855,"developer"
40411,96,"publisher"
40411,96,"developer"
40425,146,"publisher"
40425,8152,"developer"
40433,250,"publisher"
40433,250,"developer"
40459,506,"publisher"
40459,556,"developer"
40524,6315,"publisher"
40536,986,"publisher"
40536,2864,"developer"
40540,4709,"publisher"
40540,4709,"developer"
40543,8080,"publisher"
40543,9985,"publisher"
40543,10587,"developer"
40622,19,"publisher"
40622,19,"developer"
40646,1447,"publisher"
40646,7186,"publisher"
40646,1447,"developer"
40646,9670,"developer"
40707,952,"publisher"
40707,3213,"publisher"
40707,1420,"developer"
40725,6818,"publisher"
40725,9445,"publisher"
40725,7627,"developer"
40734,8679,"publisher"
40734,10714,"developer"
40749,2544,"publisher"
40755,6391,"publisher"
40755,932,"publisher"
40755,6570,"developer"
40759,7993,"publisher"
40796,87,"publisher"
40796,2057,"developer"
40796,10605,"developer"
40819,62,"publisher"
40819,853,"developer"
40820,62,"publisher"
40820,853,"developer"
40875,2861,"publisher"
40875,7468,"publisher"
40875,2925,"developer"
40889,9155,"publisher"
40889,9444,"publisher"
40889,9445,"developer"
40901,106,"publisher"
40901,6385,"developer"
40920,7332,"publisher"
40920,8416,"publisher"
40920,8168,"developer"
40925,1746,"publisher"
40925,6692,"developer"
40931,1,"publisher"
40931,7049,"publisher"
40931,542,"developer"
40932,2707,"publisher"
40932,2707,"developer"
40955,1740,"publisher"
40955,1740,"developer"
40959,324,"publisher"
40959,4880,"developer"
40959,324,"developer"
41011,752,"publisher"
41011,794,"publisher"
41011,2835,"developer"
41026,8921,"publisher"
41026,8921,"developer"
41040,4194,"publisher"
41040,4194,"developer"
41063,3464,"publisher"
41063,4674,"developer"
41069,548,"publisher"
41069,548,"developer"
41084,9306,"publisher"
41084,9466,"developer"
41091,6840,"publisher"
41091,6840,"developer"
41127,3214,"publisher"
41127,8479,"publisher"
41127,3214,"developer"
41142,6315,"publisher"
41142,6315,"developer"
41169,2128,"publisher"
41169,2128,"developer"
41188,6603,"publisher"
41188,6603,"developer"
41262,1545,"developer"
41263,1545,"publisher"
41263,1545,"developer"
41269,6789,"publisher"
41269,6789,"developer"
41332,8288,"publisher"
41332,2116,"developer"
41349,90,"publisher"
41349,6469,"developer"
41355,90,"publisher"
41355,11421,"developer"
