"game","company","relation"
16372,4993,"developer"
16381,2509,"publisher"
16381,3064,"publisher"
16381,2509,"developer"
16466,448,"publisher"
16466,669,"developer"
16466,2222,"developer"
16469,754,"publisher"
16469,1679,"developer"
16563,1589,"publisher"
16563,1589,"developer"
16577,479,"publisher"
16577,548,"publisher"
16577,332,"developer"
16601,1033,"publisher"
16601,1680,"developer"
16627,34,"publisher"
16627,34,"developer"
16630,259,"publisher"
16630,259,"developer"
16664,1513,"publisher"
16664,1698,"developer"
16737,96,"publisher"
16737,96,"developer"
16741,367,"publisher"
16741,102,"publisher"
16741,703,"developer"
16818,253,"publisher"
16818,1060,"publisher"
16818,1060,"developer"
16897,54,"publisher"
16897,3027,"developer"
16928,88,"publisher"
16928,185,"publisher"
16928,185,"developer"
16970,2772,"publisher"
16970,185,"publisher"
16970,2945,"developer"
17000,658,"publisher"
17000,104,"publisher"
17000,221,"developer"
17025,860,"publisher"
17025,860,"developer"
17110,62,"publisher"
17110,309,"developer"
17110,448,"developer"
17112,986,"publisher"
17112,25,"developer"
17168,450,"publisher"
17168,1152,"publisher"
17168,476,"developer"
17168,1409,"developer"
17276,7420,"publisher"
17276,4688,"developer"
17350,548,"publisher"
17350,332,"developer"
17350,309,"developer"
17387,766,"publisher"
17387,1711,"developer"
17407,3445,"publisher"
17407,3445,"developer"
17538,3027,"publisher"
17538,3027,"developer"
17553,5,"publisher"
17553,1213,"publisher"
17553,5134,"developer"
17584,752,"publisher"
17584,752,"developer"
17620,96,"publisher"
17620,6256,"publisher"
17620,542,"developer"
17620,4880,"developer"
17699,786,"publisher"
17699,455,"developer"
17716,176,"publisher"
17716,167,"publisher"
17716,176,"developer"
17721,62,"publisher"
17721,5860,"developer"
17722,651,"publisher"
17722,3280,"publisher"
17722,4203,"developer"
17771,362,"publisher"
17771,3193,"publisher"
17771,5419,"developer"
17771,3193,"developer"
17772,981,"publisher"
17772,5872,"developer"
17794,200,"publisher"
17794,2053,"developer"
17794,201,"developer"
17941,322,"publisher"
17941,924,"developer"
17948,455,"publisher"
17948,504,"developer"
17995,113,"publisher"
17995,324,"publisher"
17995,1512,"developer"
17995,4296,"developer"
18017,718,"publisher"
18017,718,"developer"
18177,302,"publisher"
18177,62,"publisher"
18177,62,"developer"
18331,15,"publisher"
18331,1542,"developer"
18334,552,"publisher"
18334,552,"developer"
18403,955,"publisher"
18403,1166,"developer"
18419,1273,"publisher"
18419,3186,"developer"
18430,6983,"publisher"
18430,5967,"developer"
18458,34,"publisher"
18458,34,"developer"
18496,10,"publisher"
18496,5304,"publisher"
18496,217,"developer"
18496,4637,"developer"
18497,4008,"publisher"
18497,3978,"publisher"
18497,3978,"developer"
18497,4673,"developer"
18499,548,"publisher"
18499,5085,"developer"
18533,1211,"publisher"
18533,4159,"publisher"
18533,338,"developer"
18576,2991,"publisher"
18576,3379,"developer"
18609,1261,"publisher"
18609,548,"publisher"
18609,1261,"developer"
18609,4396,"developer"
18647,367,"publisher"
18647,1562,"publisher"
18647,367,"developer"
18647,703,"developer"
18660,2358,"publisher"
18660,2358,"developer"
18675,530,"publisher"
18675,193,"publisher"
18675,530,"developer"
18682,288,"publisher"
18682,288,"developer"
18742,82,"publisher"
18742,473,"publisher"
18742,271,"developer"
18742,1559,"developer"
18750,4060,"publisher"
18750,4159,"publisher"
18750,559,"developer"
18785,77,"publisher"
18785,1511,"publisher"
18785,4296,"developer"
18837,631,"publisher"
18837,632,"developer"
18845,6255,"publisher"
18845,69,"developer"
18845,1838,"developer"
18874,395,"publisher"
18874,67,"publisher"
18874,394,"developer"
18874,1788,"developer"
18880,1093,"publisher"
18880,1581,"developer"
18949,435,"publisher"
18949,2397,"developer"
18992,374,"publisher"
18992,275,"developer"
19003,1,"publisher"
19003,542,"developer"
19066,395,"publisher"
19066,395,"developer"
19069,503,"publisher"
19069,796,"developer"
19115,3409,"publisher"
19115,548,"publisher"
19115,3409,"developer"
19133,362,"publisher"
19133,484,"developer"
19136,1501,"publisher"
19136,3619,"developer"
19136,4428,"developer"
19167,102,"publisher"
19167,176,"publisher"
19167,744,"developer"
19169,88,"publisher"
19169,6069,"developer"
19179,450,"publisher"
19179,448,"developer"
19293,742,"publisher"
19293,167,"publisher"
19293,742,"developer"
19327,82,"publisher"
19327,62,"publisher"
19327,450,"developer"
19327,82,"developer"
19469,3519,"developer"
19495,6069,"publisher"
19495,109,"developer"
19533,15,"publisher"
19533,6069,"developer"
19533,4192,"developer"
19558,633,"publisher"
19558,744,"developer"
19591,1210,"publisher"
19591,643,"publisher"
19591,1210,"developer"
19631,82,"publisher"
19631,5157,"developer"
19639,505,"publisher"
19639,3750,"developer"
19654,15,"publisher"
19654,2597,"publisher"
19654,3381,"developer"
19654,6120,"developer"
19700,651,"publisher"
19700,6135,"developer"
19703,1152,"publisher"
19703,742,"developer"
19704,1,"publisher"
19704,530,"publisher"
19704,3519,"developer"
19706,302,"publisher"
19756,962,"publisher"
19756,3883,"developer"
19769,1533,"publisher"
19769,895,"publisher"
19769,1777,"developer"
19776,168,"publisher"
19776,504,"developer"
19827,6983,"publisher"
19827,742,"developer"
19827,2695,"developer"
19960,1376,"publisher"
19960,1374,"publisher"
19960,6172,"developer"
20016,404,"publisher"
20016,689,"publisher"
20016,461,"developer"
20021,346,"publisher"
20021,8156,"publisher"
20021,346,"developer"
20070,1805,"publisher"
20070,1805,"developer"
20095,2053,"publisher"
20095,2053,"developer"
20116,512,"publisher"
20116,4673,"developer"
20130,2223,"publisher"
20130,2223,"developer"
20147,2278,"publisher"
20147,725,"developer"
20190,1133,"publisher"
20190,1133,"developer"
20236,2111,"publisher"
20236,425,"publisher"
20236,1405,"developer"
20236,2111,"developer"
20247,281,"publisher"
20247,504,"developer"
20257,1,"publisher"
20257,1605,"publisher"
20257,1638,"developer"
20257,1604,"developer"
20326,2838,"publisher"
20326,2838,"developer"
20348,1919,"publisher"
20348,132,"developer"
20387,5,"publisher"
20387,1213,"publisher"
20387,6141,"developer"
20407,200,"publisher"
20407,3834,"developer"
20449,185,"publisher"
20449,4405,"publisher"
20449,185,"developer"
20449,7137,"developer"
20475,548,"publisher"
20475,3553,"developer"
20475,2567,"developer"
20499,340,"publisher"
20499,1004,"developer"
20519,62,"publisher"
20519,81,"publisher"
20519,81,"developer"
20519,4620,"developer"
20563,4193,"publisher"
20563,1187,"developer"
20573,4193,"publisher"
20573,1187,"publisher"
20573,6287,"developer"
20576,1187,"publisher"
20576,4193,"publisher"
20576,1503,"developer"
20637,185,"publisher"
20637,794,"developer"
20654,786,"publisher"
20654,7049,"publisher"
20654,347,"developer"
20672,786,"publisher"
20672,347,"developer"
20675,1860,"publisher"
20675,4993,"developer"
20698,185,"publisher"
20698,82,"publisher"
20698,6371,"developer"
20698,1320,"developer"
20718,104,"publisher"
20718,167,"publisher"
20718,1520,"developer"
20721,360,"publisher"
20721,480,"developer"
20721,1615,"developer"
20779,360,"publisher"
20779,1268,"publisher"
20779,361,"developer"
20827,360,"publisher"
20827,450,"publisher"
20827,6350,"developer"
20827,2159,"developer"
20875,1187,"publisher"
20875,1256,"publisher"
20875,106,"developer"
20907,1703,"publisher"
20907,2885,"developer"
20920,185,"publisher"
20920,6415,"developer"
20920,185,"developer"
20921,62,"publisher"
20921,1615,"developer"
20921,1503,"developer"
20946,111,"publisher"
20946,362,"publisher"
20946,111,"developer"
20980,955,"publisher"
20980,688,"developer"
20983,1,"publisher"
20983,531,"developer"
20987,548,"publisher"
20987,1768,"developer"
20987,6371,"developer"
20999,1688,"publisher"
20999,1867,"publisher"
20999,1313,"developer"
21001,839,"publisher"
21001,839,"developer"
21006,104,"publisher"
21006,104,"developer"
21006,10321,"developer"
21020,3139,"publisher"
21020,8288,"publisher"
21020,6309,"developer"
21026,1703,"publisher"
21026,362,"publisher"
21026,1703,"developer"
21038,7421,"publisher"
21038,4620,"developer"
21074,15,"publisher"
21074,1501,"developer"
21107,5834,"publisher"
21107,620,"developer"
21107,5157,"developer"
21130,30,"publisher"
21130,323,"publisher"
21130,30,"developer"
21139,90,"publisher"
21139,2188,"developer"
21139,4957,"developer"
21142,367,"publisher"
21142,6324,"publisher"
21142,6324,"developer"
21151,6689,"publisher"
21151,340,"publisher"
21151,6689,"developer"
21155,30,"publisher"
21155,631,"developer"
21348,1187,"publisher"
21348,106,"publisher"
21348,6419,"developer"
21348,2772,"developer"
21382,839,"publisher"
21382,839,"developer"
21388,347,"publisher"
21388,7049,"publisher"
21388,347,"developer"
21388,7049,"developer"
21395,39,"publisher"
21395,654,"publisher"
21395,654,"developer"
21395,7154,"developer"
21426,88,"publisher"
21426,576,"publisher"
21459,127,"publisher"
21459,685,"publisher"
21459,127,"developer"
21500,1194,"publisher"
21500,6487,"developer"
21500,3338,"developer"
21533,82,"publisher"
21533,1218,"developer"
21549,776,"publisher"
21549,3979,"developer"
21551,776,"publisher"
21551,3979,"developer"
21583,3830,"publisher"
21583,2111,"publisher"
21583,3126,"developer"
21583,1405,"developer"
21615,277,"developer"
21630,883,"publisher"
21630,6722,"developer"
21679,30,"publisher"
21679,2416,"developer"
21816,1044,"publisher"
21816,213,"publisher"
21816,548,"developer"
21852,1758,"publisher"
21852,6373,"publisher"
21852,1758,"developer"
21852,6373,"developer"
21857,651,"publisher"
21932,2378,"publisher"
21932,2378,"developer"
22004,651,"publisher"
22004,2133,"developer"
22010,549,"publisher"
22010,549,"developer"
22036,7619,"publisher"
22036,7619,"developer"
22038,4600,"publisher"
22194,1,"publisher"
22194,6255,"publisher"
22194,2223,"developer"
22194,2222,"developer"
22204,658,"publisher"
22204,67,"developer"
22268,88,"publisher"
22268,432,"publisher"
22268,432,"developer"
22280,3,"publisher"
22280,3,"developer"
22315,313,"publisher"
22315,6399,"developer"
22319,1544,"publisher"
22319,981,"developer"
22479,149,"publisher"
22479,373,"publisher"
22479,3445,"developer"
22479,7856,"developer"
22517,8102,"publisher"
22517,2182,"publisher"
22517,8102,"developer"
22658,338,"publisher"
22658,1728,"developer"
22659,7289,"publisher"
22659,7289,"developer"
22714,5815,"publisher"
22714,5815,"developer"
22723,548,"publisher"
22723,5314,"developer"
22796,185,"publisher"
22796,479,"developer"
22807,786,"publisher"
22807,7049,"publisher"
22807,1925,"developer"
22807,347,"developer"
22821,548,"publisher"
22821,48,"publisher"
22821,1503,"developer"
22828,1465,"publisher"
22828,9429,"publisher"
22828,512,"developer"
22909,4159,"publisher"
22909,4159,"developer"
22914,117,"publisher"
22914,450,"developer"
22947,1044,"publisher"
22947,1044,"developer"
22947,8121,"developer"
22980,820,"publisher"
22980,3139,"publisher"
22980,820,"developer"
23229,11537,"developer"
23247,1029,"publisher"
23247,1013,"publisher"
23247,81,"developer"
23265,1093,"publisher"
23265,4169,"developer"
23278,1093,"publisher"
23278,6563,"publisher"
23278,6563,"developer"
23350,1093,"publisher"
23350,4169,"developer"
23397,7617,"publisher"
23397,548,"publisher"
23397,6666,"developer"
23397,6940,"developer"
23398,1194,"publisher"
23398,2737,"developer"
23398,3113,"developer"
23503,3187,"developer"
23520,2181,"publisher"
23520,2181,"developer"
23530,576,"developer"
23609,595,"publisher"
23609,340,"publisher"
23609,4509,"developer"
23609,595,"developer"
23610,1030,"developer"
23627,1805,"publisher"
23627,7375,"developer"
23631,1805,"publisher"
23631,4445,"publisher"
23631,4445,"developer"
23708,15,"publisher"
23708,1804,"developer"
23708,7137,"developer"
23725,1501,"publisher"
23725,1268,"publisher"
23725,1501,"developer"
23726,353,"publisher"
23726,1097,"publisher"
23726,6816,"developer"
23787,3365,"publisher"
23787,1132,"developer"
23796,54,"publisher"
23796,6964,"publisher"
23796,748,"developer"
23796,749,"developer"
23801,895,"publisher"
23801,6214,"developer"
23812,484,"publisher"
23812,484,"developer"
23831,6679,"publisher"
23831,6287,"developer"
23920,145,"publisher"
23920,1684,"developer"
23924,853,"publisher"
23924,62,"publisher"
23924,6475,"developer"
23963,36,"publisher"
23963,3912,"publisher"
23973,548,"publisher"
23973,1268,"publisher"
23973,657,"developer"
24007,780,"publisher"
24007,2033,"developer"
24007,432,"developer"
24050,367,"publisher"
24050,703,"developer"
24050,6484,"developer"
24053,1106,"publisher"
24053,6983,"publisher"
24053,672,"developer"
24055,461,"publisher"
24055,6603,"publisher"
24055,461,"developer"
24066,549,"publisher"
24066,549,"developer"
24069,3655,"publisher"
24069,3655,"developer"
24079,1088,"publisher"
24079,1088,"developer"
24081,575,"publisher"
24081,8388,"publisher"
24081,8388,"developer"
24081,10496,"developer"
24102,6490,"publisher"
24102,4531,"publisher"
24102,8428,"developer"
24124,370,"publisher"
24124,2189,"publisher"
24124,3103,"developer"
24124,7218,"developer"
24215,4496,"publisher"
24215,559,"developer"
24226,6490,"publisher"
24226,685,"developer"
24226,3103,"developer"
24270,6494,"publisher"
24270,6493,"developer"
24295,1203,"publisher"
24295,1203,"developer"
24308,880,"publisher"
24308,3397,"publisher"
24308,6495,"developer"
24308,7363,"developer"
24328,952,"publisher"
24328,4260,"developer"
24375,880,"publisher"
24375,3019,"publisher"
24375,3019,"developer"
24376,2038,"publisher"
24376,3019,"publisher"
24376,3019,"developer"
24386,404,"publisher"
24386,2128,"developer"
24411,3890,"publisher"
24411,3019,"publisher"
24411,3019,"developer"
24423,2111,"publisher"
24423,2110,"publisher"
24466,435,"publisher"
24466,548,"publisher"
24466,323,"developer"
24466,1353,"developer"
24499,1030,"publisher"
24499,288,"developer"
24502,16,"publisher"
24502,6618,"publisher"
24502,549,"developer"
24505,435,"publisher"
24505,2575,"developer"
24586,8027,"publisher"
24586,5592,"developer"
24593,3655,"publisher"
24593,3655,"developer"
24613,362,"publisher"
24613,1703,"developer"
24647,15,"publisher"
24647,658,"developer"
24658,3890,"publisher"
24658,5351,"developer"
24697,2629,"publisher"
24697,7163,"publisher"
24697,2946,"developer"
24708,5614,"publisher"
24708,1318,"publisher"
24708,2200,"developer"
24708,10727,"developer"
24729,370,"publisher"
24729,3529,"developer"
24736,6529,"publisher"
24736,6529,"developer"
24736,6702,"developer"
24739,883,"publisher"
24739,1187,"publisher"
24739,4203,"developer"
24739,10727,"developer"
24743,548,"publisher"
24743,1044,"developer"
24743,2380,"developer"
24747,78,"publisher"
24747,1841,"developer"
24747,377,"developer"
24777,800,"publisher"
24777,217,"publisher"
24777,3136,"developer"
24801,1514,"publisher"
24801,1508,"developer"
24801,7262,"developer"
24820,1133,"publisher"
24820,1060,"publisher"
24820,1133,"developer"
24828,662,"publisher"
24828,662,"developer"
24881,1975,"publisher"
24881,1975,"developer"
24959,8282,"publisher"
24959,8282,"developer"
24960,2712,"publisher"
24960,1261,"publisher"
24960,2712,"developer"
24963,6527,"publisher"
24963,107,"developer"
25003,52,"publisher"
25003,6540,"developer"
25004,52,"publisher"
25004,6540,"developer"
25004,662,"developer"
25059,6376,"publisher"
25059,1977,"publisher"
25059,6546,"developer"
25101,1097,"publisher"
25101,889,"publisher"
25101,3758,"developer"
25137,6563,"publisher"
25137,6563,"developer"
25157,6567,"publisher"
25157,7916,"publisher"
25157,6567,"developer"
25172,6569,"publisher"
25172,2597,"publisher"
25172,6569,"developer"
25173,2597,"publisher"
25173,6569,"publisher"
25173,6569,"developer"
25216,2835,"publisher"
25216,2835,"developer"
25240,2597,"publisher"
25240,2597,"developer"
25250,4405,"publisher"
25250,125,"publisher"
25250,6275,"developer"
25250,125,"developer"
25251,419,"publisher"
25251,780,"publisher"
25251,419,"developer"
25251,4723,"developer"
25254,4159,"publisher"
25254,4159,"developer"
25286,382,"publisher"
25286,6582,"developer"
25302,3226,"publisher"
25302,2567,"developer"
25405,6371,"publisher"
25405,6371,"developer"
25410,6796,"publisher"
25410,2616,"publisher"
25410,1326,"developer"
25451,2181,"publisher"
25451,6309,"developer"
25458,2980,"publisher"
25458,2980,"developer"
25485,548,"publisher"
25485,3553,"developer"
25501,505,"publisher"
25501,505,"developer"
25512,407,"publisher"
25512,3788,"publisher"
25512,3788,"developer"
25512,8439,"developer"
25520,5,"publisher"
25520,3047,"developer"
25558,367,"publisher"
25558,2784,"developer"
25558,4957,"developer"
25569,2343,"publisher"
25569,459,"publisher"
25569,2343,"developer"
25569,459,"developer"
25607,2629,"publisher"
25607,4531,"developer"
25633,2014,"publisher"
25633,3529,"publisher"
25633,2014,"developer"
25648,1860,"publisher"
25648,7054,"developer"
25648,4993,"developer"
25656,419,"publisher"
25656,985,"developer"
25656,3319,"developer"
25692,52,"publisher"
25692,346,"publisher"
25692,5592,"developer"
25734,548,"publisher"
25734,1405,"developer"
25736,2119,"publisher"
25736,2119,"developer"
25761,548,"publisher"
25761,808,"developer"
25761,7137,"developer"
25783,52,"publisher"
25783,3830,"developer"
25784,78,"publisher"
25784,955,"publisher"
25784,2294,"developer"
25812,6398,"publisher"
25812,521,"developer"
25837,362,"publisher"
25837,362,"developer"
25869,8352,"publisher"
25869,8352,"developer"
25872,370,"publisher"
25872,2240,"publisher"
25872,1993,"developer"
25872,370,"developer"
25876,3890,"publisher"
25876,1792,"developer"
25882,2859,"publisher"
25882,5246,"developer"
25926,1544,"publisher"
25926,705,"publisher"
25926,6666,"developer"
25928,880,"publisher"
25928,705,"publisher"
25928,880,"developer"
25932,579,"publisher"
25932,579,"developer"
25932,869,"developer"
25945,135,"publisher"
25945,135,"developer"
25945,2866,"developer"
25952,3041,"publisher"
25952,2189,"developer"
26021,185,"publisher"
26021,794,"publisher"
26021,185,"developer"
26021,794,"developer"
26045,6660,"publisher"
26045,6660,"developer"
26047,6660,"publisher"
26047,1758,"developer"
26113,2110,"publisher"
26113,2110,"developer"
26116,2110,"publisher"
26116,2110,"developer"
26148,1544,"publisher"
26148,6217,"publisher"
26148,425,"developer"
26202,6666,"developer"
26400,658,"publisher"
26400,104,"publisher"
26400,6462,"developer"
26400,7513,"developer"
26416,616,"publisher"
26416,7297,"publisher"
26416,3669,"developer"
26416,6852,"developer"
26420,168,"publisher"
26420,1405,"developer"
26420,6676,"developer"
26431,370,"publisher"
26431,378,"publisher"
26431,378,"developer"
26461,78,"publisher"
26461,7086,"developer"
26465,2309,"publisher"
26465,2309,"developer"
26511,554,"publisher"
26511,1265,"developer"
26513,995,"publisher"
26513,3531,"developer"
26513,11191,"developer"
26540,556,"publisher"
26540,506,"developer"
26588,1544,"publisher"
26588,705,"publisher"
26588,1544,"developer"
26588,705,"developer"
26596,104,"publisher"
26596,2784,"developer"
26596,6484,"developer"
26603,1109,"publisher"
26603,1109,"developer"
26606,272,"publisher"
26606,2810,"developer"
26607,328,"publisher"
26607,2784,"developer"
26607,328,"developer"
26616,1194,"publisher"
26616,1408,"developer"
26616,3113,"developer"
26633,15,"publisher"
26633,6120,"developer"
26633,2159,"developer"
26644,1187,"publisher"
26644,3357,"publisher"
26644,1187,"developer"
26713,2712,"publisher"
26713,1261,"publisher"
26713,2712,"developer"
26713,1261,"developer"
26761,3019,"publisher"
26761,2859,"publisher"
26761,3019,"developer"
26773,1514,"publisher"
26773,1514,"developer"
26802,1187,"publisher"
26802,883,"developer"
26808,6256,"publisher"
26808,531,"developer"
26808,2039,"developer"
26852,8027,"publisher"
26852,2867,"developer"
26859,662,"publisher"
26859,54,"developer"
26859,6745,"developer"
26915,2181,"publisher"
26915,1109,"developer"
26917,2181,"publisher"
26917,2181,"developer"
26966,2128,"publisher"
26966,5304,"developer"
26969,124,"publisher"
26969,4024,"developer"
26980,1273,"publisher"
26980,82,"publisher"
26980,796,"developer"
27003,7195,"publisher"
27003,11320,"developer"
27007,173,"publisher"
27007,2116,"developer"
27011,347,"publisher"
27011,7049,"publisher"
27011,6702,"developer"
27028,1,"publisher"
27028,4880,"developer"
27059,6618,"publisher"
27059,145,"publisher"
27059,1533,"developer"
27060,798,"publisher"
27060,11453,"publisher"
27060,797,"developer"
27094,1126,"publisher"
27094,1126,"developer"
27111,776,"publisher"
27130,1,"publisher"
27130,1382,"developer"
27130,6256,"developer"
27284,7793,"publisher"
27284,962,"developer"
27287,6729,"publisher"
27287,6729,"developer"
27290,6729,"publisher"
27343,6399,"publisher"
27343,448,"developer"
27343,4192,"developer"
27356,157,"publisher"
27356,157,"developer"
27382,5815,"publisher"
27382,5815,"developer"
27453,427,"publisher"
27453,744,"publisher"
27453,744,"developer"
27564,6481,"publisher"
27564,6481,"developer"
27565,6481,"publisher"
27565,6481,"developer"
27573,644,"publisher"
27573,644,"developer"
27575,761,"publisher"
27575,6762,"developer"
27576,761,"publisher"
27576,6762,"developer"
27577,3539,"publisher"
27577,1013,"developer"
27642,491,"publisher"
27642,323,"publisher"
27642,428,"developer"
27646,88,"publisher"
27646,88,"developer"
27647,88,"publisher"
27647,241,"developer"
27698,419,"publisher"
27698,132,"publisher"
27698,419,"developer"
27707,1921,"publisher"
27707,1715,"publisher"
27707,531,"developer"
27709,1715,"publisher"
27709,505,"developer"
27710,1715,"publisher"
27710,1715,"developer"
27719,3365,"publisher"
27719,3365,"developer"
27747,786,"publisher"
27747,786,"developer"
27779,986,"publisher"
27779,986,"developer"
27880,2980,"publisher"
27880,2980,"developer"
27923,8027,"publisher"
27923,3126,"developer"
27951,1318,"publisher"
27951,6810,"publisher"
27951,6840,"developer"
27954,6605,"publisher"
27954,6605,"developer"
27957,3365,"publisher"
27957,2372,"developer"
27963,1133,"publisher"
27963,744,"developer"
28000,1892,"publisher"
28000,1892,"developer"
28013,419,"publisher"
28013,1925,"developer"
28014,6835,"publisher"
28014,7112,"developer"
28034,370,"publisher"
28034,157,"developer"
28047,6415,"publisher"
28047,340,"publisher"
28047,6415,"developer"
28068,889,"publisher"
28068,889,"developer"
28152,1867,"publisher"
28152,3849,"developer"
28156,1192,"publisher"
28156,1638,"developer"
28181,839,"publisher"
28181,5614,"publisher"
28181,1704,"developer"
28206,1045,"publisher"
28206,853,"publisher"
28206,853,"developer"
28215,322,"publisher"
28215,6385,"publisher"
28215,6385,"developer"
28237,435,"publisher"
28237,435,"developer"
28248,2195,"publisher"
28248,6852,"developer"
28250,6852,"publisher"
28250,6852,"developer"
28316,6862,"publisher"
28316,6861,"developer"
28357,4883,"publisher"
28357,4883,"developer"
28404,2575,"publisher"
28404,78,"publisher"
28404,78,"developer"
28404,2575,"developer"
28417,3655,"publisher"
28417,687,"developer"
28425,82,"publisher"
28425,6873,"developer"
28473,3890,"publisher"
28473,3890,"developer"
28480,880,"publisher"
28480,6217,"publisher"
28502,15,"publisher"
28502,2864,"developer"
28502,3381,"developer"
28952,3890,"publisher"
28952,3890,"developer"
29045,548,"publisher"
29045,1044,"developer"
29045,2380,"developer"
29072,1777,"publisher"
29072,370,"publisher"
29072,1777,"developer"
29076,1273,"publisher"
29076,1273,"developer"
29078,1273,"publisher"
29078,1273,"developer"
29116,5815,"publisher"
29116,6911,"developer"
29126,7125,"publisher"
29126,6715,"publisher"
29126,6715,"developer"
29132,2754,"publisher"
29132,800,"developer"
29187,111,"publisher"
29187,7363,"developer"
29199,132,"developer"
29201,1376,"developer"
29203,2613,"publisher"
29203,82,"publisher"
29203,6315,"developer"
29212,759,"publisher"
29212,1684,"publisher"
29212,6475,"developer"
29242,6217,"publisher"
29242,425,"publisher"
29242,1109,"developer"
29277,6919,"publisher"
29277,6919,"developer"
29277,6918,"developer"
29287,367,"publisher"
29287,6324,"developer"
29287,7235,"developer"
29314,277,"publisher"
29314,570,"publisher"
29314,932,"developer"
29314,1013,"developer"
29332,820,"publisher"
29332,39,"publisher"
29338,6926,"publisher"
29338,6925,"developer"
29355,7144,"publisher"
29355,548,"publisher"
29355,7008,"developer"
29362,165,"publisher"
29369,1411,"publisher"
29369,548,"publisher"
29369,4059,"developer"
29369,548,"developer"
29410,9985,"publisher"
29410,54,"publisher"
29410,6745,"developer"
29438,644,"publisher"
29438,644,"developer"
29443,4405,"publisher"
29443,2576,"developer"
29445,360,"publisher"
29445,5683,"developer"
29445,7305,"developer"
29446,6715,"publisher"
29446,7125,"publisher"
29446,6715,"developer"
29446,6937,"developer"
29458,3019,"developer"
29473,3187,"publisher"
29473,146,"publisher"
29473,3187,"developer"
29473,7089,"developer"
29476,2781,"publisher"
29476,1033,"publisher"
29476,6945,"developer"
29487,2707,"publisher"
29487,7421,"publisher"
29487,1208,"developer"
29507,2309,"publisher"
29507,6951,"developer"
29533,90,"publisher"
29533,1208,"developer"
29533,9451,"developer"
29540,952,"publisher"
29540,873,"publisher"
29540,962,"developer"
29546,132,"publisher"
29546,132,"developer"
29553,407,"publisher"
29553,364,"developer"
29560,1731,"publisher"
29560,1731,"developer"
29571,7615,"publisher"
29571,7218,"developer"
29583,386,"publisher"
29583,386,"developer"
29591,1600,"publisher"
29591,24,"developer"
29592,1600,"publisher"
29592,24,"developer"
29596,8544,"publisher"
29596,8894,"publisher"
29596,8544,"developer"
29661,932,"publisher"
29661,932,"developer"
29695,5872,"developer"
29695,8121,"developer"
29709,1777,"publisher"
29709,4049,"developer"
29709,6450,"developer"
29717,7691,"publisher"
29717,7691,"developer"
29726,173,"publisher"
29726,1395,"developer"
29748,1,"publisher"
29748,531,"publisher"
29748,4509,"developer"
29750,1326,"publisher"
29758,895,"publisher"
29758,895,"developer"
29776,1187,"publisher"
29776,4937,"developer"
29776,898,"developer"
29790,2161,"publisher"
29790,2161,"developer"
29802,4600,"publisher"
29810,1187,"publisher"
29810,3357,"developer"
29902,932,"publisher"
29902,8717,"publisher"
29902,11453,"developer"
29911,868,"publisher"
29911,868,"developer"
29929,2980,"publisher"
29929,277,"publisher"
29929,962,"developer"
29935,1,"publisher"
29935,98,"developer"
29935,309,"developer"
30010,2707,"publisher"
30010,880,"publisher"
30010,6495,"developer"
30010,7363,"developer"
30013,6994,"publisher"
30013,419,"developer"
30029,459,"publisher"
30029,1045,"publisher"
30029,3219,"developer"
30037,172,"publisher"
30064,62,"publisher"
30064,81,"developer"
30070,25,"publisher"
30070,25,"developer"
30111,1312,"publisher"
30111,389,"developer"
30133,1839,"developer"
30139,132,"publisher"
30139,7007,"developer"
30142,616,"publisher"
30142,6490,"publisher"
30142,616,"developer"
30155,382,"publisher"
30155,9430,"developer"
30177,7421,"publisher"
30177,2409,"developer"
30177,7421,"developer"
30353,313,"publisher"
30353,2472,"publisher"
30353,2472,"developer"
30390,1109,"publisher"
30390,1109,"developer"
30405,1033,"publisher"
30405,4073,"developer"
30406,4073,"publisher"
30406,4073,"developer"
30468,309,"publisher"
30468,309,"developer"
30475,7279,"publisher"
30475,340,"publisher"
30475,7279,"developer"
30475,3126,"developer"
30478,234,"publisher"
30478,234,"developer"
30486,442,"publisher"
30486,6490,"publisher"
30486,9396,"developer"
30530,6529,"developer"
30530,7064,"developer"
30574,173,"publisher"
30574,1395,"developer"
30574,6222,"developer"
30581,15,"publisher"
30581,2575,"developer"
30588,1545,"publisher"
30588,10394,"publisher"
30588,10393,"developer"
30607,1045,"publisher"
30607,4057,"publisher"
30607,853,"developer"
30621,146,"publisher"
30621,7089,"developer"
30669,1,"publisher"
30669,739,"publisher"
30669,4880,"developer"
30669,6950,"developer"
30681,7395,"publisher"
30681,7395,"developer"
30704,15,"publisher"
30704,1605,"developer"
30720,556,"publisher"
30720,8894,"publisher"
30720,3409,"developer"
30734,6256,"publisher"
30734,1768,"developer"
30760,111,"publisher"
30760,1921,"developer"
30765,7086,"publisher"
30765,7086,"developer"
30789,5872,"publisher"
30789,5872,"developer"
30791,2111,"publisher"
30791,839,"publisher"
30791,2111,"developer"
30813,360,"publisher"
30813,6350,"developer"
30813,5780,"developer"
30822,1097,"publisher"
30822,1058,"developer"
30832,883,"developer"
30835,277,"publisher"
30835,1102,"developer"
30883,395,"publisher"
30883,10653,"publisher"
30883,5085,"developer"
30915,145,"publisher"
30915,1684,"developer"
30915,145,"developer"
30964,7112,"publisher"
30964,7112,"developer"
30992,952,"publisher"
30992,952,"developer"
